Word number;		Data 
 2190;			0xb2752f62
 2191;			0xffd49b3c
 2192;			0xf69f2765
 2193;			0xb28e311a
 2194;			0x12f22f2c
 2195;			0xbbc8a101
 2196;			0x26c85b16
 2197;			0x8d734d2a
 2198;			0x9c1e1f2d
 2199;			0xac546742
 2200;			0x3cfed322
 2201;			0xa584756b
 2202;			0xb4e1a551
 2203;			0x591c0958
 2204;			0xe61f3568
 2205;			0x5b198950
 2206;			0x39a10b39
 2207;			0x67e5212b
 2208;			0xf71ec330
 2209;			0x57488374
 2210;			0x5ff6ef23
 2211;			0xcb3ba35b
 2212;			0x538e195f
 2213;			0xddcbf73d
 2214;			0x70395d47
 2215;			0xb6fc0332
 2216;			0x973fbd0f
 2217;			0xa1f13d7f
 2218;			0x74827b3a
 2219;			0xdfbc3370
 2220;			0x96736512
 2221;			0x6212db08
 2222;			0x331f5d52
 2223;			0x95082518
 2224;			0x2fbb975b
 2225;			0xe1589d74
 2226;			0x89e22535
 2227;			0xf28f973
 2228;			0x40bf2d3c
 2229;			0xea79711
 2230;			0xac345127
 2231;			0x583c0504
 2232;			0x20319939
 2233;			0x860a3b5d
 2234;			0x2f4c4740
 2235;			0xca3b4353
 2236;			0xe61f97c
 2237;			0xc248d700
 2238;			0x6102e74d
 2239;			0x669d35c
 2240;			0xf8d0bb32
 2241;			0xd3d81d00
 2242;			0xbd3ac906
 2243;			0xf2539114
 2244;			0xbb5ab767
 2245;			0x3accd320
 2246;			0x84460961
 2247;			0x71940d5b
 2248;			0x3a3c877c
 2249;			0x165e094a
 2250;			0x41a9f96c
 2251;			0x65506308
 2252;			0x3982d2c
 2253;			0x1a3b7b66
 2254;			0x45264b51
 2255;			0x792fbf7b
 2256;			0xfd02a11e
 2257;			0x683d657e
 2258;			0xb6bf777a
 2259;			0xd7d7ab60
 2260;			0x31cc290d
 2261;			0x1e923d15
 2262;			0x1b3c0b65
 2263;			0xc84e70c
 2264;			0x7c37ab31
 2265;			0x1f42114d
 2266;			0xa819892c
 2267;			0x47f50d2c
 2268;			0xb3280f7d
 2269;			0x72d4211e
 2270;			0xb7bf6760
 2271;			0x114ee375
 2272;			0x31f2d2e
 2273;			0x93cb97f
 2274;			0xa80634e
 2275;			0xb1be5f6c
 2276;			0x8d2be179
 2277;			0xc899e35a
 2278;			0x23b99d69
 2279;			0x3229b762
 2280;			0xe8b4b75b
 2281;			0x16d12505
 2282;			0x2b523b10
 2283;			0x52f69154
 2284;			0x94c0a73d
 2285;			0xa6c52748
 2286;			0x9c4a8d07
 2287;			0xcf9ca53d
 2288;			0x2d6ce74b
 2289;			0x191f172d
 2290;			0x4642d16e
 2291;			0x70d19d5a
 2292;			0xc19ddf08
 2293;			0x94bf150f
 2294;			0xfd79a108
 2295;			0xe55b8139
 2296;			0x7b6a1764
 2297;			0xde4ea722
 2298;			0xf0a34f68
 2299;			0x42388f1c
 2300;			0xfe01c556
 2301;			0x20316137
 2302;			0x6e749759
 2303;			0x5216e959
 2304;			0xc5789f0c
 2305;			0x968f714b
 2306;			0x5c88e94a
 2307;			0x747b96c
 2308;			0x6b646134
 2309;			0x7a27bf7f
 2310;			0x66927b10
 2311;			0x9484d3d
 2312;			0x7a0b6540
 2313;			0x27ae9310
 2314;			0x30933321
 2315;			0x1cb9a50d
 2316;			0x4c584d20
 2317;			0xc483617a
 2318;			0x66e27935
 2319;			0xc6e5df03
 2320;			0x61334d7f
 2321;			0x2414d938
 2322;			0xc2c8c96a
 2323;			0x6ba2cf49
 2324;			0x461bf526
 2325;			0x9e37e15e
 2326;			0xd70b703
 2327;			0x75d4cd4c
 2328;			0x19f2dd03
 2329;			0xbf92974
 2330;			0x638d6b8e
 2331;			0xc4665344
 2332;			0xe72a89a5
 2333;			0x9404b188
 2334;			0xa933b5b3
 2335;			0x1bf0008d
 2336;			0xd3d6a893
 2337;			0x7237989f
 2338;			0x25fc4b8
 2339;			0x7a9f7d9a
 2340;			0xe7f709a9
 2341;			0xe92e1cac
 2342;			0xfc5f159a
 2343;			0xddfac888
 2344;			0xd31ca2b8
 2345;			0x97a06495
 2346;			0x6d956e8d
 2347;			0x16afdd80
 2348;			0x1d45f081
 2349;			0xd7d19fa7
 2350;			0xbdf57c83
 2351;			0x869669ac
 2352;			0xda3462ac
 2353;			0x90fb86b2
 2354;			0xd81a7ea3
 2355;			0x95985b6
 2356;			0x1c970999
 2357;			0xf5df798e
 2358;			0x204c729e
 2359;			0xfc091193
 2360;			0x83ab6da8
 2361;			0xf042b3ac
 2362;			0x7c1647ba
 2363;			0x905eb91
 2364;			0xd48f28c
 2365;			0xa3eaa88
 2366;			0x279cb4b4
 2367;			0x227dca9e
 2368;			0xebe96ca2
 2369;			0xc3dcd388
 2370;			0x1ac6ac85
 2371;			0x24342292
 2372;			0x776feba7
 2373;			0x8f4121b2
 2374;			0x60369ad
 2375;			0xfc99748d
 2376;			0xaaf34a87
 2377;			0x526536
 2378;			0x42857f16
 2379;			0x79dcf10e
 2380;			0x1a74ed01
 2381;			0x449b8f1a
 2382;			0x82b54b55
 2383;			0x886e967
 2384;			0x9e498739
 2385;			0xe21b130d
 2386;			0xe2815d7b
 2387;			0x490b0b41
 2388;			0x5d803955
 2389;			0xe1051922
 2390;			0x6e660579
 2391;			0x877fe976
 2392;			0x577c9360
 2393;			0xabcc375a
 2394;			0x3e849775
 2395;			0x10e80947
 2396;			0x6c87f574
 2397;			0x78e5ab30
 2398;			0x2343c74b
 2399;			0xaa82c929
 2400;			0x3e75711e
 2401;			0x3376ef7c
 2402;			0x91741515
 2403;			0x57c14b60
 2404;			0x95fee15e
 2405;			0x9b04f95e
 2406;			0x1fb8bd18
 2407;			0xe48fcb0e
 2408;			0xab4cdf40
 2409;			0x93ab3514
 2410;			0xcf8f435f
 2411;			0x958c967
 2412;			0xb1477765
 2413;			0x7f8ccb36
 2414;			0xc6f2e164
 2415;			0x8914196f
 2416;			0xaab90f5c
 2417;			0x636e230d
 2418;			0x5dd3f0c
 2419;			0x91916b70
 2420;			0x50972732
 2421;			0x391c3f7e
 2422;			0x1f6e4b62
 2423;			0x61e69f4c
 2424;			0x79d0633b
 2425;			0xb8ab534
 2426;			0x382a7b2e
 2427;			0xa5237577
 2428;			0x7bd73f6c
 2429;			0x3401a905
 2430;			0xee927576
 2431;			0x1adf0b64
 2432;			0xf684b320
 2433;			0xbce47330
 2434;			0xc6720b54
 2435;			0xf818190c
 2436;			0x32990540
 2437;			0x3f38a10d
 2438;			0x4ed2217d
 2439;			0x98b82942
 2440;			0x10d0e36e
 2441;			0xf4dde769
 2442;			0xcce2972
 2443;			0x12500f2e
 2444;			0xd018c36c
 2445;			0x86279357
 2446;			0xc817471b
 2447;			0x3c32811d
 2448;			0xa4336f5e
 2449;			0x9ae47942
 2450;			0x92c83722
 2451;			0x5e3eb4b
 2452;			0x50501958
 2453;			0x127deb66
 2454;			0x1cf65d1f
 2455;			0xdb11bb7f
 2456;			0x977ea739
 2457;			0x38bc911e
 2458;			0xafc85561
 2459;			0xedb2ed6c
 2460;			0xfd1ee112
 2461;			0x759bb540
 2462;			0x3b18df62
 2463;			0x9fee7f3f
 2464;			0xe10c374a
 2465;			0x8ca08b46
 2466;			0x8a62f356
 2467;			0x55fa772a
 2468;			0x6542892f
 2469;			0x23582f5c
 2470;			0x1a39f14f
 2471;			0x88037357
 2472;			0x335c9d45
 2473;			0x680ea135
 2474;			0xe2a19f44
 2475;			0x2a098309
 2476;			0x5899c950
 2477;			0xa244166
 2478;			0x2d92393f
 2479;			0x15cf9142
 2480;			0x2773bf51
 2481;			0x113a1d02
 2482;			0xced2ff19
 2483;			0xd2840f35
 2484;			0x889ca967
 2485;			0x7ec5cd40
 2486;			0xda8a873c
 2487;			0xf98a4913
 2488;			0x1104a73d
 2489;			0x41b753c
 2490;			0xc19db17c
 2491;			0x4953352d
 2492;			0xa53a8b05
 2493;			0x54772f33
 2494;			0xb427cf79
 2495;			0x29b5e12f
 2496;			0xb5fc6f65
 2497;			0x8186b178
 2498;			0xd32a672f
 2499;			0x79a8161
 2500;			0x32fd5f7e
 2501;			0x86fd978
 2502;			0xa0385f4f
 2503;			0xc190070d
 2504;			0x3b35d335
 2505;			0xa8f67f42
 2506;			0x91051d1f
 2507;			0x53303366
 2508;			0xf7135339
 2509;			0xc15cf70b
 2510;			0x371fe330
 2511;			0x7ca6f32b
 2512;			0xb317a11a
 2513;			0x35c3f1c
 2514;			0x678cb579
 2515;			0xaa8bdf42
 2516;			0x3d6bcf74
 2517;			0x8e093b5c
 2518;			0xae18e311
 2519;			0x2171eb05
 2520;			0xfb64dd42
 2521;			0xb2d0f334
 2522;			0xec091938
 2523;			0x8db22966
 2524;			0x6c67e126
 2525;			0xdf994f36
 2526;			0x9ab2cb6c
 2527;			0xe147657f
 2528;			0x1b51073d
 2529;			0xa96abf5d
 2530;			0x209fb93e
 2531;			0x661f430b
 2532;			0x45950714
 2533;			0x80be2353
 2534;			0x9e151b69
 2535;			0x392f2d56
 2536;			0x8aebdb5f
 2537;			0xaac88310
 2538;			0x884346
 2539;			0xc900dd26
 2540;			0x32ae9104
 2541;			0xdc560141
 2542;			0x139e9516
 2543;			0x3909a772
 2544;			0x649dad7c
 2545;			0x862ed960
 2546;			0xf7a0f900
 2547;			0x29a629b6
 2548;			0x967b395c
 2549;			0x68cb8b94
 2550;			0x5c42dd9b
 2551;			0x61391a1
 2552;			0x29a815bd
 2553;			0x88343ca0
 2554;			0x3b890c80
 2555;			0x698ee393
 2556;			0xabf428d
 2557;			0x7d7dbbb6
 2558;			0x204348bb
 2559;			0xc05505a5
 2560;			0x3b8163b1
 2561;			0xeb489f97
 2562;			0xc64571a8
 2563;			0xe9aba8ae
 2564;			0xbf5be2ac
 2565;			0x9435ad8b
 2566;			0xdd178d99
 2567;			0x138c0fad
 2568;			0xf6c1bd83
 2569;			0xde03cbbf
 2570;			0x63bd00bf
 2571;			0x941aec9f
 2572;			0xf4acbbae
 2573;			0xa5eb4784
 2574;			0x323fd187
 2575;			0xcf43a4a7
 2576;			0x925dd58d
 2577;			0x51e0d7a2
 2578;			0x3ca24992
 2579;			0x9705f92
 2580;			0x760d83a0
 2581;			0x80c0878d
 2582;			0x517f38a
 2583;			0x164d2587
 2584;			0xc29594bf
 2585;			0xb7211987
 2586;			0xab0d5b91
 2587;			0xeee5bb94
 2588;			0x382f6bbc
 2589;			0x3cf5e195
 2590;			0xf8a6f77f
 2591;			0x60a1331b
 2592;			0xf78f351
 2593;			0x1afbb723
 2594;			0x786e52b
 2595;			0x78406548
 2596;			0x721ca11e
 2597;			0xd465436a
 2598;			0xe5356b1d
 2599;			0xecf9a753
 2600;			0x79360d45
 2601;			0x2412874c
 2602;			0xc8771971
 2603;			0x9402894b
 2604;			0x43ba164
 2605;			0x21772f40
 2606;			0x1c64b151
 2607;			0xf20aeb24
 2608;			0x21fb2d67
 2609;			0xb9ec354a
 2610;			0xe323eb0f
 2611;			0x9a983157
 2612;			0xbb9ead44
 2613;			0xe8ca7134
 2614;			0x49311713
 2615;			0x6b28bb0b
 2616;			0x700de774
 2617;			0xf232b556
 2618;			0x8a5f2359
 2619;			0xb1ff0b26
 2620;			0x6fb57d79
 2621;			0x35b10f72
 2622;			0xcac46d3b
 2623;			0xf6838b21
 2624;			0x86928d33
 2625;			0xeb8d3d6f
 2626;			0x48e9af0d
 2627;			0x1a8ad15e
 2628;			0xf4ad111a
 2629;			0x2fb6dd78
 2630;			0xe3a5b311
 2631;			0xf3bd6769
 2632;			0x7112ab36
 2633;			0x6a8fd75f
 2634;			0x70dfe11c
 2635;			0x1656472b
 2636;			0x438d0350
 2637;			0x2ca57123
 2638;			0xa9361b16
 2639;			0x542bdd10
 2640;			0x8ec09b48
 2641;			0x270a457a
 2642;			0x40ca34a
 2643;			0x23b0d129
 2644;			0xd394f945
 2645;			0x922a651e
 2646;			0x13187147
 2647;			0x675cb579
 2648;			0xe9aed3c
 2649;			0xdf391730
 2650;			0x2bd735a
 2651;			0x7e1fa320
 2652;			0xcdedd3f
 2653;			0x11093b7a
 2654;			0x2276b75b
 2655;			0x1a1bb73a
 2656;			0x8cc67d3f
 2657;			0x7948354c
 2658;			0x6c4b5f
 2659;			0x35f3f768
 2660;			0xd4c1736e
 2661;			0x7cae0553
 2662;			0x5a0f1b7f
 2663;			0xb228f320
 2664;			0xb4515d47
 2665;			0x7d05c102
 2666;			0x15a1536a
 2667;			0xaed34b0d
 2668;			0x10c8450b
 2669;			0x80b8703
 2670;			0x600a7932
 2671;			0xe5c6b93b
 2672;			0x66468570
 2673;			0x74c3970
 2674;			0x72d47b29
 2675;			0x9a108f38
 2676;			0xe9e9d27
 2677;			0x68896f4f
 2678;			0x224e675d
 2679;			0x75db6108
 2680;			0x4d65e17d
 2681;			0xa5803319
 2682;			0x20093b0f
 2683;			0x4823e166
 2684;			0x3cf6876a
 2685;			0xc308351
 2686;			0xdd0e9150
 2687;			0xad1b713e
 2688;			0x72952b21
 2689;			0x3224591b
 2690;			0xe720b936
 2691;			0x3ecc1f6b
 2692;			0x52c0f158
 2693;			0x3d66b770
 2694;			0x2aeb6753
 2695;			0xeaa36d79
 2696;			0x7f55591a
 2697;			0x632e4568
 2698;			0x306a9d56
 2699;			0x7ec74337
 2700;			0xb1a9e766
 2701;			0xff4b6323
 2702;			0x499bc53a
 2703;			0xbb6def6e
 2704;			0x3a8feb2b
 2705;			0x823aaf0f
 2706;			0xc8c88b4b
 2707;			0x42aff716
 2708;			0x9eea5d1f
 2709;			0x3725a77b
 2710;			0xdfc22368
 2711;			0x7ab9911b
 2712;			0xb7e75765
 2713;			0xe3352750
 2714;			0xb4810900
 2715;			0x49ea6717
 2716;			0xcadac705
 2717;			0x94c29b7c
 2718;			0x44b60f18
 2719;			0x3a188b3b
 2720;			0x130e6150
 2721;			0x2172e31c
 2722;			0x12324140
 2723;			0x5fea3948
 2724;			0xe3c87127
 2725;			0xb42c8d4a
 2726;			0x52dc5b7c
 2727;			0x668a1f4f
 2728;			0xb3bd4548
 2729;			0x501d6503
 2730;			0xe5112d68
 2731;			0x5691b5a
 2732;			0x1844551a
 2733;			0xbac50773
 2734;			0x3f2bc548
 2735;			0xca0d9538
 2736;			0xe7d5692d
 2737;			0xab652308
 2738;			0xc0849d3a
 2739;			0x50d42513
 2740;			0xab5d6128
 2741;			0x1dc0db6f
 2742;			0x5857c50a
 2743;			0x9bcd773c
 2744;			0x7fce8b2d
 2745;			0x8d3096e
 2746;			0x8ad6416e
 2747;			0xdd81ab70
 2748;			0x92d6e50e
 2749;			0x299f1d7f
 2750;			0x29ba3d60
 2751;			0xcd2bb715
 2752;			0xae357754
 2753;			0x6a91eb00
 2754;			0x7b6df113
 2755;			0xf272d914
 2756;			0xc85f7f04
 2757;			0x71542917
 2758;			0xa9737923
 2759;			0xc9912967
 2760;			0x7d9c3197
 2761;			0x58caaaa5
 2762;			0x53a897aa
 2763;			0x9e86108c
 2764;			0x41510f80
 2765;			0x1c24d083
 2766;			0x406e21a8
 2767;			0xc2d134bd
 2768;			0x6be99285
 2769;			0xfa0b0bb3
 2770;			0x55778fa3
 2771;			0x8806edb4
 2772;			0xc11c79a2
 2773;			0xc368a783
 2774;			0xf892b881
 2775;			0x8c313f90
 2776;			0x85c0b1a3
 2777;			0xfbf443bb
 2778;			0xd06ca890
 2779;			0x3e360fba
 2780;			0x819ef4bf
 2781;			0x2bff0281
 2782;			0x47f869a8
 2783;			0x23b639af
 2784;			0x241610ba
 2785;			0x3d56cfb9
 2786;			0x7d00fd9c
 2787;			0x973462b8
 2788;			0x2e1ff4a3
 2789;			0x3bffcb1
 2790;			0x6de43cab
 2791;			0x110ce7a6
 2792;			0x5b2c8484
 2793;			0x84d061a8
 2794;			0x2f921396
 2795;			0x1c883c8b
 2796;			0x207c5a9
 2797;			0x9132bfa8
 2798;			0xbc65a99a
 2799;			0xb685e3af
 2800;			0x3d442fb4
 2801;			0x3c65ad9b
 2802;			0x1d9072ae
 2803;			0x3666cab2
 2804;			0x136ac495
 2805;			0x418ac387
 2806;			0x88c721bc
 2807;			0xc7ba1a97
 2808;			0x1f3fe950
 2809;			0x2f3ac125
 2810;			0x17a9346
 2811;			0xcddc3162
 2812;			0xcb0b8d37
 2813;			0x97593b66
 2814;			0x3381f55a
 2815;			0xd50bf363
 2816;			0xa8334d76
 2817;			0xe0ec2b09
 2818;			0x16fcf0f
 2819;			0x5490bd1b
 2820;			0x5217bb77
 2821;			0xc9645524
 2822;			0x2f193573
 2823;			0xf306ab3f
 2824;			0x35a76d47
 2825;			0x812e353d
 2826;			0xa2342305
 2827;			0xbb39b109
 2828;			0x28d8e560
 2829;			0xec32412a
 2830;			0x1d827153
 2831;			0xcdb9703
 2832;			0x379cd22
 2833;			0x3987d37
 2834;			0xc3126b5e
 2835;			0x97070f33
 2836;			0xcded253c
 2837;			0x4cbf3705
 2838;			0xbe22d763
 2839;			0x65b62f5a
 2840;			0x30e09909
 2841;			0x2b6a9130
 2842;			0x6a2ef746
 2843;			0x2402ed74
 2844;			0x2c663f59
 2845;			0x764a8b21
 2846;			0xad3a2f5c
 2847;			0x1af8694d
 2848;			0xa8ab8756
 2849;			0x6284fb06
 2850;			0x50e88d04
 2851;			0x7a8f8d44
 2852;			0xb8161101
 2853;			0x1b7c162
 2854;			0x72b3a115
 2855;			0x1419f940
 2856;			0x9c6bfb6d
 2857;			0xa1c6d743
 2858;			0x9980fb78
 2859;			0x5ab2d955
 2860;			0xb0e6232f
 2861;			0xe9df7576
 2862;			0xe1e72578
 2863;			0x70aa343
 2864;			0x9e0a7f32
 2865;			0x2609692c
 2866;			0xc6648350
 2867;			0x73b3cb3c
 2868;			0x6538474e
 2869;			0x5f567141
 2870;			0x869bf34e
 2871;			0x9307ef26
 2872;			0x5d4cf159
 2873;			0xe178f05
 2874;			0x8b7a0f10
 2875;			0x84af2b58
 2876;			0xfbeaf0b
 2877;			0x6f434f58
 2878;			0xb6456b3e
 2879;			0x62308922
 2880;			0x7fb79f60
 2881;			0xc485d171
 2882;			0xa778f566
 2883;			0xf3fe732b
 2884;			0xa60db125
 2885;			0x94a8ab73
 2886;			0x8be2316e
 2887;			0x927f0728
 2888;			0x2fc31134
 2889;			0x1188b519
 2890;			0x29ad856e
 2891;			0x6c5f8d6e
 2892;			0xc647a967
 2893;			0x27709125
 2894;			0x63869d6e
 2895;			0xf7d31d56
 2896;			0xcdec8d30
 2897;			0x57dbb14a
 2898;			0x372d9552
 2899;			0x7deb6f79
 2900;			0x68213574
 2901;			0xee244932
 2902;			0x21af874e
 2903;			0x57b2b513
 2904;			0xde36715f
 2905;			0xca3adf00
 2906;			0xb1050325
 2907;			0xcbbc4967
 2908;			0x67e54576
 2909;			0x8b523d3f
 2910;			0x4eb66b50
 2911;			0xfd373b25
 2912;			0x8eec6179
 2913;			0xd4bb4950
 2914;			0x261e3562
 2915;			0x7a711d50
 2916;			0xd8890d19
 2917;			0xbfb3555b
 2918;			0x63bcc571
 2919;			0x2550192c
 2920;			0x4be9eb5b
 2921;			0xa9b78f48
 2922;			0x4ed3197b
 2923;			0x7f6b3f7c
 2924;			0xf6fe8543
 2925;			0x11e5150c
 2926;			0xc4a04709
 2927;			0xb7c35d5c
 2928;			0x84a4771b
 2929;			0x16289b6b
 2930;			0x432bf970
 2931;			0xa14eff48
 2932;			0x7e01a550
 2933;			0x182c3b72
 2934;			0x74c22b2d
 2935;			0xb1698f6e
 2936;			0x7d1b1901
 2937;			0x695f0f59
 2938;			0x126db514
 2939;			0xb20bc902
 2940;			0x603da575
 2941;			0x64fe5759
 2942;			0x57977b62
 2943;			0x44fc3f0f
 2944;			0x9eaf1515
 2945;			0xfc201d4b
 2946;			0x94a7b95c
 2947;			0x34ca964
 2948;			0x4f4fb359
 2949;			0xac81cb10
 2950;			0x2370cf40
 2951;			0xb98abf67
 2952;			0x2e94b31d
 2953;			0x3430ab21
 2954;			0x99c61504
 2955;			0xf210c33c
 2956;			0x74c08918
 2957;			0x8ea01702
 2958;			0x6e29c12a
 2959;			0x431cc176
 2960;			0x913e6378
 2961;			0xdf366373
 2962;			0xfbbc2d59
 2963;			0x7ca25f75
 2964;			0x89649534
 2965;			0xa5365d67
 2966;			0x3dd68906
 2967;			0xb7683327
 2968;			0x2c269b09
 2969;			0xd3da395e
 2970;			0x4c4c9f0a
 2971;			0xdefec15a
 2972;			0x5da5d509
 2973;			0xcf23e718
 2974;			0x71c9d3ab
 2975;			0x67b0b758
 2976;			0xb55e17a8
 2977;			0x9434391
 2978;			0xb24ae096
 2979;			0x8e0b90a0
 2980;			0x622835a9
 2981;			0xea7250a4
 2982;			0xe5b10e99
 2983;			0x11bdb83
 2984;			0x17416490
 2985;			0xdb143eae
 2986;			0xf4364184
 2987;			0x43dd89a4
 2988;			0x1f84e7b6
 2989;			0xa340b0
 2990;			0x58fa1994
 2991;			0x6d8160af
 2992;			0xd6504a7
 2993;			0xc8f2fb92
 2994;			0x3f34399f
 2995;			0x83d580bb
 2996;			0x3d579fb5
 2997;			0x56519c9a
 2998;			0x75f63ebe
 2999;			0xa073cdae
 3000;			0x637d5cb1
 3001;			0x4b3f0685
 3002;			0xff48248a
 3003;			0xdb1c4bbf
 3004;			0x5ede26a7
 3005;			0x13114491
 3006;			0xeca47398
 3007;			0x95b96987
 3008;			0x106193ae
 3009;			0xffd29ea6
 3010;			0x78be5c82
 3011;			0xdad7d084
 3012;			0x2814a4a8
 3013;			0x8667e295
 3014;			0xdc5b088a
 3015;			0x8e12bca1
 3016;			0x4bf46cac
 3017;			0xa58df74b
 3018;			0x8d20235c
 3019;			0xda11a956
 3020;			0xf32e5541
 3021;			0x591a8d17
 3022;			0xbae52335
 3023;			0xaf34a92b
 3024;			0xb4ddf554
 3025;			0xe310875c
 3026;			0xff0e211b
 3027;			0x17b28728
 3028;			0x69f96f45
 3029;			0x4047972
 3030;			0x21bb1922
 3031;			0x4073704
 3032;			0xb5355772
 3033;			0xd898dd00
 3034;			0x2fc17133
 3035;			0x7f1a17f
 3036;			0xdb845d0b
 3037;			0xfa71f11b
 3038;			0x2636e93e
 3039;			0xa0782316
 3040;			0xafd634a
 3041;			0x61effd76
 3042;			0x6e73e93e
 3043;			0x4c9dad34
 3044;			0x93f34958
 3045;			0x46829970
 3046;			0x12f97723
 3047;			0xd07a650c
 3048;			0xc341dd3e
 3049;			0x4493871a
 3050;			0x24e81136
 3051;			0x72311332
 3052;			0xd82ad50d
 3053;			0xfa11f768
 3054;			0xa6d3231e
 3055;			0xebf4131d
 3056;			0xf2a78d52
 3057;			0xc6d1f35a
 3058;			0xec790d7c
 3059;			0x709aeb27
 3060;			0xbdfc9554
 3061;			0xd6395955
 3062;			0xaefa1938
 3063;			0xf288f100
 3064;			0x49682b4c
 3065;			0xdfc3fb6f
 3066;			0xa69a092e
 3067;			0x30d6990a
 3068;			0x77a1ff74
 3069;			0xfcfcd76b
 3070;			0x57702d03
 3071;			0xec509312
 3072;			0x47cf517f
 3073;			0x56803b79
 3074;			0xa2b3474a
 3075;			0x801bf52e
 3076;			0x6c731d7a
 3077;			0x7508a911
 3078;			0xb979b55c
 3079;			0x5d1df94e
 3080;			0x669ae12a
 3081;			0x11b19d00
 3082;			0xc9a8cb49
 3083;			0xe6cd375d
 3084;			0x9b323514
 3085;			0x2eed031a
 3086;			0x8ffe616a
 3087;			0xc44fe17e
 3088;			0xf0b4d34
 3089;			0x94bcaf26
 3090;			0xc9a9234e
 3091;			0x445e8f11
 3092;			0x3c437f7b
 3093;			0x24ddd13d
 3094;			0xc7845701
 3095;			0xf2acad5a
 3096;			0x1b8cfb67
 3097;			0x566b250a
 3098;			0x639def4e
 3099;			0xdd71f368
 3100;			0x48372973
 3101;			0xea3a0b1e
 3102;			0x552e8946
 3103;			0x94a91d1e
 3104;			0xf4475109
 3105;			0x18bc7366
 3106;			0xf6c1233f
 3107;			0xf75f5547
 3108;			0x302f7f7f
 3109;			0x901e2b61
 3110;			0xc369e709
 3111;			0x4fc7701
 3112;			0xbb017764
 3113;			0x70e75551
 3114;			0x935c514f
 3115;			0x97aef72b
 3116;			0xa0d9977
 3117;			0xcdedc161
 3118;			0x2a363f59
 3119;			0xac30cf50
 3120;			0x18268736
 3121;			0x1536ff2e
 3122;			0x58c3214c
 3123;			0x30380f7b
 3124;			0xd519bb69
 3125;			0xc4c6356
 3126;			0x5eb5b157
 3127;			0x1b445153
 3128;			0x2c3bdf5d
 3129;			0x825bad20
 3130;			0x4f606f19
 3131;			0x937c073e
 3132;			0xd8e11947
 3133;			0x95dbcd14
 3134;			0x3295b104
 3135;			0xfd20cf6f
 3136;			0x7e0dcd4d
 3137;			0x17e41504
 3138;			0x249c092a
 3139;			0x4edf6d2c
 3140;			0x84cb2353
 3141;			0x36c68916
 3142;			0x9f17ad1a
 3143;			0xd1df3b76
 3144;			0x2a855f43
 3145;			0x8dff1976
 3146;			0x47a6e70f
 3147;			0x9d85db76
 3148;			0xa96a0b01
 3149;			0x410b4d
 3150;			0x1b793726
 3151;			0x81484b41
 3152;			0xe57c2573
 3153;			0x6b2f2756
 3154;			0x14250724
 3155;			0xa3f05302
 3156;			0x569bf154
 3157;			0x2c293128
 3158;			0xf4f2ef6c
 3159;			0xdde0ed01
 3160;			0xcfd1fd34
 3161;			0xa7b75d7f
 3162;			0x2e787121
 3163;			0xea38731b
 3164;			0x884de528
 3165;			0xd2731372
 3166;			0x3703a554
 3167;			0xe1834d
 3168;			0x7df3791e
 3169;			0xd5fec148
 3170;			0x91cab514
 3171;			0x13234724
 3172;			0x51c8e956
 3173;			0xa62c7135
 3174;			0x7fa7191a
 3175;			0xd48da954
 3176;			0x778c6d59
 3177;			0x9ecfbd18
 3178;			0xb1adb905
 3179;			0xff52349
 3180;			0xf51bab3b
 3181;			0x479d616d
 3182;			0x74b0a557
 3183;			0x839a834c
 3184;			0x5b1f4373
 3185;			0xed541d79
 3186;			0x8dc9b357
 3187;			0xad834cac
 3188;			0x5d75a15f
 3189;			0x875b8e9d
 3190;			0xa529d5a9
 3191;			0xabe79f98
 3192;			0xbfee988d
 3193;			0xae52aa82
 3194;			0x933563ad
 3195;			0x18c8c7b9
 3196;			0x2cd94caa
 3197;			0xed3159bc
 3198;			0x301f9ab2
 3199;			0x9de3019c
 3200;			0xd39e07a3
 3201;			0x82ed54ba
 3202;			0xf7d567af
 3203;			0x53ee4981
 3204;			0x78fc8ea2
 3205;			0x347ce890
 3206;			0xbe75288c
 3207;			0x7ed42bb1
 3208;			0x9e51cfb7
 3209;			0xa5b169af
 3210;			0x1cddffbc
 3211;			0x4b09e795
 3212;			0xcd62079d
 3213;			0xcf579b93
 3214;			0xc5f42f84
 3215;			0x821108b8
 3216;			0xcaf795bc
 3217;			0xd63466ba
 3218;			0x43ea2380
 3219;			0xf850ffb6
 3220;			0x289f5a89
 3221;			0x193a3887
 3222;			0xe7cc6785
 3223;			0xc71ac697
 3224;			0xd5e526b2
 3225;			0xa2109f89
 3226;			0xcdddf79f
 3227;			0xaf1b28f
 3228;			0x8989339c
 3229;			0xc94094a9
 3230;			0x7ad0308a
 3231;			0x8baac395
 3232;			0x12a947af
 3233;			0xe9fee4af
 3234;			0x41f1f344
 3235;			0x242d8d6f
 3236;			0x38529771
 3237;			0x9f114375
 3238;			0xdfa7dd13
 3239;			0x1b4bdd1b
 3240;			0xd3665952
 3241;			0x39566f64
 3242;			0x6b314932
 3243;			0xdff30b76
 3244;			0xcfef7163
 3245;			0x5a295519
 3246;			0xd2646b6c
 3247;			0x2d694f4c
 3248;			0x9531d501
 3249;			0x5bc53374
 3250;			0x9c1e1148
 3251;			0x59e5473e
 3252;			0xdebc215f
 3253;			0x5d0f1365
 3254;			0x9abeff32
